SPECIES,DATEPLANT,LAT,LONG,COUNT,UNIQUE,COLOR,HEIGHT,DIAM,TOTAL,YEAR,PLANTED
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69505896,-71.15126848,17,,,15 to 20,2,,,
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69504063,-71.1514955,17,,,15 to 20,2,,,
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69502248,-71.15169743,17,,,15 to 20,2,,,
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69500596,-71.15188088,17,,,15 to 20,2,,,
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69497082,-71.15226908,17,,,15 to 20,2,,,
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69495695,-71.15242782,17,,,15 to 20,2,,,
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69493971,-71.1526143,17,,,15 to 20,2,,,
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69526414,-71.14908916,17,,,15 to 20,2,,,
GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022,42.69514013,-71.15040918,17,,,15 to 20,2,,,
MAACKIA AMURENSIS,2022,42.69498826,-71.15207135,19,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69504188,-71.14999217,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69487872,-71.15173889,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69500456,-71.15039482,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69501668,-71.15026259,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69482797,-71.1523065,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69484125,-71.15215062,14,,,15 to 20,2,,,
SYRINGA RETICULATA,2022,42.69502959,-71.15012326,45,,,15 to 20,2,,,
SYRINGA RETICULATA,2022,42.69481575,-71.15244226,45,,,15 to 20,2,,,
SYRINGA RETICULATA,2022,42.69479592,-71.15265224,45,,,15 to 20,2,,,
SYRINGA RETICULATA,2022,42.69477595,-71.15286808,45,,,15 to 20,2,,,
SYRINGA RETICULATA,2022,42.69490232,-71.15300725,45,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69489557,-71.15157143,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69491098,-71.15141508,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69492585,-71.15125277,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.69494097,-71.15108317,14,,,15 to 20,2,,,
TILIA AMERICANA,2022,42.71464429,-71.16425147,19,,,15 to 20,2,,,
TILIA AMERICANA,2022,42.71458317,-71.16423008,19,,,15 to 20,2,,,
MAACKIA AMURENSIS,2022,42.70116185,-71.14655565,19,,,15 to 20,2,,,
MAACKIA AMURENSIS,2022,42.70113517,-71.14682787,19,,,15 to 20,2,,,
SYRINGA RETICULATA,2022,42.7011212,-71.14697523,45,,,15 to 20,2,,,
SYRINGA RETICULATA,2022,42.70109884,-71.14722907,45,,,15 to 20,2,,,
SYRINGA RETICULATA,2022,42.70106076,-71.14763439,45,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.70120329,-71.14610944,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.70119491,-71.14620642,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.70118513,-71.14633381,14,,,15 to 20,2,,,
MALUS SYLVESTRIS 'ADIRONDACK',2022,42.70117336,-71.14643112,14,,,15 to 20,2,,,
ACER RUBRUM,2022,42.71183167,-71.16159337,39,,,15 to 20,2,,,
ACER RUBRUM,2022,42.71192336,-71.16127547,39,,,15 to 20,2,,,
ACER RUBRUM,2022,42.71198885,-71.16096649,39,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.71196047,-71.16110909,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.7118797,-71.16143887,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.71180984,-71.1617746,33,,,15 to 20,2,,,
TAXODIUM DISTICHUM,2022,42.71222243,-71.16304321,14,,,15 to 20,2,,,
TAXODIUM DISTICHUM,2022,42.71218095,-71.16300459,14,,,15 to 20,2,,,
TILIA AMERICANA,2022,42.71235341,-71.16254408,19,,,15 to 20,2,,,
TILIA AMERICANA,2022,42.71233376,-71.16268372,19,,,15 to 20,2,,,
TILIA AMERICANA,2022,42.71231411,-71.16284416,19,,,15 to 20,2,,,
TILIA AMERICANA,2022,42.71229665,-71.16297191,19,,,15 to 20,2,,,
TILIA CORDATA,2022,42.69675075,-71.15783512,4,,,15 to 20,2,,,
ACER RUBRUM,2022,42.71367812,-71.16196732,39,,,15 to 20,2,,,
TAXODIUM DISTICHUM,2022,42.71001424,-71.14796256,14,,,15 to 20,2,,,
TAXODIUM DISTICHUM,2022,42.70994351,-71.14789482,14,,,15 to 20,2,,,
AMELANCHIER,2022,42.70988588,-71.14883247,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70987016,-71.14878255,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70983872,-71.14873026,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70981776,-71.14867797,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70978982,-71.14863044,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70976537,-71.14859003,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70973568,-71.14853774,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70971472,-71.14850684,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70968678,-71.14845931,10,,,15 to 20,2,,,
AMELANCHIER,2022,42.70965709,-71.14841177,10,,,15 to 20,2,,,
MALUS 'PRAIRIE FIRE',2022,42.70990509,-71.14887525,6,,,15 to 20,2,,,
MALUS 'PRAIRIE FIRE',2022,42.70994875,-71.14888476,6,,,15 to 20,2,,,
MALUS 'PRAIRIE FIRE',2022,42.7099486,-71.14896836,6,,,15 to 20,2,,,
MALUS 'PRAIRIE FIRE',2022,42.70962391,-71.14836661,6,,,15 to 20,2,,,
MALUS 'PRAIRIE FIRE',2022,42.70962216,-71.14830244,6,,,15 to 20,2,,,
MALUS 'PRAIRIE FIRE',2022,42.70958024,-71.14830006,6,,,15 to 20,2,,,
ACER RUBRUM,2022,42.70982125,-71.14882522,39,,,15 to 20,2,,,
ACER RUBRUM,2022,42.70978778,-71.14878835,39,,,15 to 20,2,,,
ACER RUBRUM,2022,42.7097507,-71.14874751,39,,,15 to 20,2,,,
ACER RUBRUM,2022,42.70971277,-71.14870572,39,,,15 to 20,2,,,
ACER RUBRUM,2022,42.70966188,-71.14864965,39,,,15 to 20,2,,,
QUERCUS RUBRA,2022,42.70960926,-71.14859169,27,,,15 to 20,2,,,
QUERCUS RUBRA,2022,42.7092561,-71.14647207,27,,,15 to 20,2,,,
QUERCUS RUBRA,2022,42.70916004,-71.14659685,27,,,15 to 20,2,,,
QUERCUS RUBRA,2022,42.70909891,-71.14669786,27,,,15 to 20,2,,,
QUERCUS RUBRA,2022,42.70911638,-71.14682859,27,,,15 to 20,2,,,
QUERCUS RUBRA,2022,42.70902469,-71.1468167,27,,,15 to 20,2,,,
QUERCUS RUBRA,2022,42.70902032,-71.14698308,27,,,15 to 20,2,,,
QUERCUS RUBRA,2022,42.70897666,-71.14709004,27,,,15 to 20,2,,,
BETULA NIGRA,2022,42.70901159,-71.14720293,21,,,15 to 20,2,,,
BETULA NIGRA,2022,42.70882384,-71.14700685,21,,,15 to 20,2,,,
BETULA NIGRA,2022,42.70879764,-71.14684641,21,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70999398,-71.14782684,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70912075,-71.14663844,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70905525,-71.1467454,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70884567,-71.14691772,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.7088675,-71.14707221,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70994595,-71.14820713,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70985863,-71.14822496,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.7098761,-71.14809423,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70996342,-71.14802887,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70989491,-71.14795034,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70902469,-71.14760105,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70956173,-71.14775554,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.7095399,-71.14758916,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70969272,-71.14778525,15,,,15 to 20,2,,,
HAMAMELIS VERNALIS,2022,42.70936962,-71.14742873,15,,,15 to 20,2,,,
ACER RUBRUM,2022,42.70953764,-71.14850115,39,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70885877,-71.14676917,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70891117,-71.14665033,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70897666,-71.14653149,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70904652,-71.14642453,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70911638,-71.14631163,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70917314,-71.1462225,33,,,15 to 20,2,,,
PLATANUS ACERIFOLIA,2022,42.70781576,-71.18181629,61,,,15 to 20,2,,,
PLATANUS ACERIFOLIA,2022,42.70871172,-71.18192325,61,,,15 to 20,2,,,
ACER RUBRUM,2022,42.70825588,-71.18187334,39,,,15 to 20,2,,,
ACER RUBRUM,2022,42.7088951,-71.18193038,39,,,15 to 20,2,,,
QUERCUS ALBA,2022,42.70811441,-71.18185907,4,,,15 to 20,2,,,
QUERCUS ALBA,2022,42.70770573,-71.18176638,4,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70791531,-71.18183055,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70838687,-71.1818876,33,,,15 to 20,2,,,
LIQUIDAMBAR STYRACIFLUA,2022,42.70880603,-71.18192325,33,,,15 to 20,2,,,
QUERCUS ALBA,2022,42.70975699,-71.16027776,4,,,15 to 20,2,,,
QUERCUS ALBA,2021,42.70988972,-71.16028726,4,,,15 to 20,2,,,
